AM903082.gene5.p01	APH(3')-IIIa	ARO:3002647
EU670845.2.gene4.p01	OXA-138	ARO:3001655
EU358785.1.gene2.p01	OXA-142	ARO:3001803
EU358785.1.gene1.p01	AAC(6')-Ib'	ARO:3002548
GQ861437.1.gene4.p01	OXA-143	ARO:3001654
GU199038.2.gene3.p01	OXA-160	ARO:3001663
HM640278.2.gene1.p01	OXA-182	ARO:3001709
HQ634775.2.gene8.p01	sul1	ARO:3000410
HQ634775.2.gene5.p01	OXA-198	ARO:3001805
HQ634775.2.gene6.p01	cmlA1	ARO:3002693
JN704570.1.gene5.p1	OXA-199	ARO:3001814
JQ809466.1.gene5.p01	OXA-204	ARO:3001788
JQ326200.2.gene1.p01	OXA-231	ARO:3001670
JX423831.1.gene5.p01	OXA-232	ARO:3001778
JQ820240.2.gene3.p01	OXA-235	ARO:3001676
JX438001.1.gene1.p01	OXA-245	ARO:3001787
KF711993.1.gene1.p01	OXA-246	ARO:3001807
HE963770.1.gene1.p01	OXA-249	ARO:3001674
KF460532.1.gene1.p01	OXA-362	ARO:3001549
KC479324.2.gene2.p01	OXA-253	ARO:3001689
KC479325.2.gene2.p01	OXA-255	ARO:3001690
JN086160.1.gene3.p01	OXA-347	ARO:3001777
KF460533.1.gene1.p01	OXA-363	ARO:3001550
AB871653.1.gene14.p01	OXA-371	ARO:3001557
KJ135346.1.gene1.p01	OXA-389	ARO:3001575
AJ519683.1.gene1.p01	OXA-45	ARO:3001794
AY077482.1.gene1.p01	OXY-1-3	ARO:3002391
AF117746.1.gene1.p1	SHV-22	ARO:3001080
X52872.1.gene1.p01	ROB-1	ARO:3002995
AM941847.1.gene1.p01	SHV-106	ARO:3001155
AM941848.1.gene1.p01	SHV-107	ARO:3001156
AB372881.1.gene1.p01	SHV-111	ARO:3001160
JQ926986.1.gene1.p01	SHV-144	ARO:3001345
JX121123.1.gene1.p01	SHV-156	ARO:3001195
JX121130.1.gene1.p01	SHV-163	ARO:3001202
AF117743.1.gene1.p1	SHV-19	ARO:3001077
AF117744.1.gene1.p1	SHV-20	ARO:3001078
AF117745.1.gene1.p1	SHV-21	ARO:3001079
AF117747.1.gene1.p1	SHV-23	ARO:3001081
AY037778.1.gene1.p01	SHV-32	ARO:3001090
AY065991.1.gene1.p01	SHV-43	ARO:3001101
S82452.1.gene1.p01	SHV-9	ARO:3001068
AF197943.1.gene1.p01	Sfh-1	ARO:3000849
L19940.1.gene1.p01	TEM-26	ARO:3000896
EU259884.2.gene10.p01	VEB-6	ARO:3002374
X98047.1.gene1.p01	TEM-42	ARO:3000911
AF062386.1.gene1.p01	TEM-59	ARO:3000928
AF527798.1.gene1.p1	TEM-7	ARO:3000879
AJ012256.1.gene1.p01	TEM-77	ARO:3000943
AJ012256.1.gene1.p01	TEM-73	ARO:3000939
EU259884.2.gene3.p01	AAC(6')-Ib	ARO:3002546
EU259884.2.gene5.p01	dfrA1	ARO:3002854
EU259884.2.gene4.p01	ANT(2'')-Ia	ARO:3000230
EU259884.2.gene9.p01	sul1	ARO:3000410
EU118148.2.gene4.p01	AAC(6')-29b	ARO:3002584
EU118148.2.gene2.p01	AAC(6')-29a	ARO:3002583
EU118148.2.gene3.p01	VIM-17	ARO:3002287
JX311308.1.gene1.p1	VIM-29	ARO:3002299
JN982330.1.gene2.p01	VIM-31	ARO:3002301
JN676230.2.gene3.p01	VIM-32	ARO:3002302
JN982330.1.gene3.p01	AAC(6')-Ib4	ARO:3002577
JN676230.2.gene9.p01	sul1	ARO:3000410
JN676230.2.gene7.p01	catB2	ARO:3002675
JN676230.2.gene4.p01	AAC(6')-Ib4	ARO:3002577
JX982634.1.gene1.p01	VIM-35	ARO:3002305
KC469971.2.gene1.p01	VIM-38	ARO:3002308
AJ548797.1.gene1.p01	imiH	ARO:3003094
Y10415.1.gene1.p01	imiS	ARO:3003095
NC_000918.1.1193494.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_000918.1.1193645.p01	cphA2	ARO:3003099
NC_000918.1.1193474.p01	cphA1	ARO:3003098
NC_000918.1.1193660.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_000918.1.1193771.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_000918.1.1192533.p01	elongation factor G	ARO:3000730
NC_000918.1.1193659.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_000918.1.1193742.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_000918.1.1193048.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
FR734406.1.gene1.p01	Erm(42)	ARO:3003106
EU408355.1.gene19.p01	LRA-18	ARO:3002492
EU408355.1.gene11.p01	elongation factor G	ARO:3000730
FJ196385.1.gene6.p01	cmlA1	ARO:3002693
FJ196385.1.gene13.p01	mefB	ARO:3003107
FJ196385.1.gene11.p01	sul3	ARO:3000413
FJ196385.1.gene7.p01	aadA	ARO:3002601
AJ878850.1.gene3.p01	catB10	ARO:3003110
HM990671.1.gene3.p01	lsaC	ARO:3003112
KJ151292.1.gene1.p1	rifampin phosphotransferase	ARO:3000444
AP008955.1.gene566.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP008955.1.gene4388.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP008955.1.gene4353.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP008955.1.gene3393.p01	fluoroquinolone sensitive parC	ARO:3000735
AP008955.1.gene37.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AP008955.1.gene6.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AP008955.1.gene3684.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP008955.1.gene4543.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
AP008955.1.gene1776.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
AP008955.1.gene3573.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AP008955.1.gene4662.p01	clbB	ARO:3002815
AP008955.1.gene262.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AP008955.1.gene3394.p01	fluoroquinolone sensitive parC	ARO:3000735
AP008955.1.gene4755.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP008955.1.gene3742.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP008955.1.gene266.p01	elongation factor G	ARO:3000730
AP008955.1.gene3803.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP008955.1.gene261.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
JFCB01000001.1.gene126.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
JFCB01000001.1.gene407.p01	elongation factor G	ARO:3000730
JFCB01000003.1.gene290.p01	cycloserine sensitive alanine racemase	ARO:3000722
JFCB01000003.1.gene228.p01	elongation factor G	ARO:3000730
JFCB01000003.1.gene218.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
JFCB01000003.1.gene219.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
JFCB01000004.1.gene70.p01	fluoroquinolone sensitive parC	ARO:3000735
JFCB01000004.1.gene78.p01	fluoroquinolone sensitive parC	ARO:3000735
JFCB01000008.1.gene130.p01	cycloserine sensitive alanine racemase	ARO:3000722
JFCB01000009.1.gene58.p01	elongation factor G	ARO:3000730
JFCB01000010.1.gene174.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
JFCB01000018.1.gene110.p01	cycloserine sensitive alanine racemase	ARO:3000722
JFCB01000018.1.gene138.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
JFCB01000018.1.gene139.p01	fluoroquinolone sensitive gyrA	ARO:3000733
JFCB01000019.1.gene2.p01	elongation factor G	ARO:3000730
JFCB01000024.1.gene11.p01	cycloserine sensitive alanine racemase	ARO:3000722
JFCB01000062.1.gene7.p01	cycloserine sensitive alanine racemase	ARO:3000722
LC012596.1.gene4.p01	bleomycin resistance protein (BRP)	ARO:3001205
LC012596.1.gene3.p01	NDM-13	ARO:3003182
AB983359.1.gene4.p01	OXA-420	ARO:3003116
KM401566.1.gene3.p01	OXA-421	ARO:3003117
KM659858.1.gene2.p01	GIM-2	ARO:3003194
KM659858.1.gene5.p01	OXA-2	ARO:3001397
KM659858.1.gene3.p01	AAC(6')-Ib'	ARO:3002548
KM103296.1.gene1.p01	IMI-7	ARO:3003177
KM379100.1.gene1.p01	KPC-22	ARO:3003180
LN515535.1.gene1.p01	MIR-17	ARO:3003173
KM433671.1.gene1.p01	OXA-422	ARO:3003160
KM433672.1.gene1.p01	OXA-423	ARO:3003161
KM588352.1.gene1.p1	OXA-424	ARO:3003147
LN515533.1.gene1.p01	SHV-187	ARO:3003154
KM588353.1.gene1.p1	OXA-425	ARO:3003148
KM588354.1.gene1.p1	OXA-426	ARO:3003149
KM233164.1.gene1.p1	SHV-185	ARO:3003152
KM233165.1.gene1.p1	SHV-186	ARO:3003153
KM211510.1.gene1.p01	CTX-M-157	ARO:3003165
LN515534.1.gene1.p01	SHV-188	ARO:3003155
KM114268.1.gene1.p1	TEM-219	ARO:3003157
KM998962.1.gene1.p01	SHV-186	ARO:3003153
KJ934266.1.gene1.p01	CARB-18	ARO:3003174
GQ390805.1.gene1.p1	SHV-123	ARO:3001170
KM087837.1.gene1.p01	CMY-112	ARO:3002123
KJ934267.1.gene1.p01	CARB-19	ARO:3003175
KM211508.1.gene1.p01	CTX-M-155	ARO:3003163
KM211509.1.gene1.p01	CTX-M-156	ARO:3003164
KM087833.1.gene1.p01	ACT-30	ARO:3001850
KM211691.1.gene1.p01	CTX-M-158	ARO:3003166
HE819401.1.gene1.p01	ACC-5	ARO:3001819
KJ207207.1.gene2.p01	ACT-24	ARO:3001844
KJ207208.1.gene2.p01	ACT-25	ARO:3001845
KJ207209.1.gene2.p01	ACT-27	ARO:3001847
KM087843.1.gene1.p01	ACT-31	ARO:3001851
KM087842.1.gene1.p01	OXA-398	ARO:3001584
KJ207206.1.gene2.p01	ACT-28	ARO:3001848
KM087845.1.gene1.p01	CMY-119	ARO:3002130
KM087832.1.gene1.p01	ACT-29	ARO:3001849
KM087835.1.gene1.p01	ACT-32	ARO:3001852
KM087850.1.gene1.p01	DHA-17	ARO:3002148
LC004922.1.gene1.p01	ACT-35	ARO:3001855
KJ934265.1.gene1.p01	CARB-17	ARO:3002254
KJ207205.1.gene2.p01	CMY-105	ARO:3002117
KF564648.1.gene1.p01	CMY-108	ARO:3002120
AB916359.1.gene1.p01	CTX-M-151	ARO:3002008
KM087836.1.gene1.p01	CMY-113	ARO:3002124
KM087846.1.gene1.p01	CMY-114	ARO:3002125
KM087838.1.gene1.p01	CMY-118	ARO:3002129
KM087839.1.gene1.p01	CMY-115	ARO:3002126
KM087855.1.gene1.p01	DHA-13	ARO:3002144
KM087840.1.gene1.p01	CMY-116	ARO:3002127
KM087844.1.gene1.p01	CMY-117	ARO:3002128
FN645444.1.gene1.p01	CMY-50	ARO:3002061
KJ207203.1.gene1.p01	CMY-82	ARO:3002095
KJ207202.1.gene2.p01	CMY-85	ARO:3002098
KM087854.1.gene1.p01	DHA-14	ARO:3002145
KM087853.1.gene1.p01	DHA-15	ARO:3002146
KJ207204.1.gene2.p01	CMY-86	ARO:3002099
KJ911020.1.gene1.p01	CTX-M-115	ARO:3001975
KM087852.1.gene1.p01	DHA-16	ARO:3002147
KM087841.1.gene1.p01	DHA-18	ARO:3002149
KM087849.1.gene1.p01	DHA-19	ARO:3002150
KM087848.1.gene1.p01	DHA-20	ARO:3002151
KM087847.1.gene1.p01	DHA-21	ARO:3002152
KM087856.1.gene1.p01	DHA-22	ARO:3002153
AB901141.1.gene1.p01	GES-24	ARO:3002353
KM087857.1.gene1.p01	IMP-48	ARO:3002239
KM087864.1.gene1.p01	MIR-14	ARO:3002179
KM087858.1.gene1.p01	MIR-10	ARO:3002175
KM087859.1.gene1.p01	MIR-11	ARO:3002176
KM087863.1.gene1.p01	MIR-12	ARO:3002177
KM087862.1.gene1.p01	MIR-13	ARO:3002178
KM087851.1.gene1.p01	MIR-15	ARO:3002180
KM087861.1.gene1.p01	MIR-16	ARO:3002181
KM087860.1.gene1.p01	MIR-9	ARO:3002174
KF048909.1.gene1.p1	OXA-338	ARO:3001526
KM087865.1.gene1.p01	OXA-397	ARO:3001583
KJ865754.1.gene1.p01	OXA-415	ARO:3001606
GQ390806.1.gene1.p1	SHV-124	ARO:3001171
GQ390807.1.gene1.p1	SHV-125	ARO:3001172
GQ390808.1.gene1.p1	SHV-126	ARO:3001173
GQ390809.1.gene1.p1	SHV-127	ARO:3001174
HG934763.1.gene1.p01	TEM-217	ARO:3001394
KF131539.1.gene1.p01	VIM-39	ARO:3002309
HG934764.1.gene1.p01	SHV-183	ARO:3001351
CP003973.1.gene314.p01	elongation factor G	ARO:3000730
CP003973.1.gene925.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP003973.1.gene841.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
CP006005.1.gene1582.p01	CARB-21	ARO:3003176
CP006005.1.gene712.p01	elongation factor G	ARO:3000730
CP006005.1.gene1339.p01	cycloserine sensitive alanine racemase	ARO:3000722
BA000032.2.gene1015.p01	cycloserine sensitive alanine racemase	ARO:3000722
BA000032.2.gene486.p01	CARB-22	ARO:3003151
BA000032.2.gene336.p01	elongation factor G	ARO:3000730
CP007005.1.gene321.p01	elongation factor G	ARO:3000730
CP007005.1.gene898.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP007005.1.gene1177.p01	CARB-23	ARO:3003186
M88143.1.gene2.p01	TEM-12	ARO:3000884
U36911.1.gene1.p01	TEM-116	ARO:3000979
GQ290211.1.gene1.p01	SHV-122	ARO:3001169
AF315786.1.gene3.p01	OXA-35	ARO:3001429
KJ657570.1.gene1.p01	OXA-233	ARO:3001495
J02967.2.gene2.p2	OXA-1	ARO:3001396
AP012279.1.gene5981.p01	elongation factor G	ARO:3000730
AP012279.1.gene3155.p01	fluoroquinolone sensitive parC	ARO:3000735
AP012279.1.gene3155.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AP012279.1.gene3929.p01	fluoroquinolone sensitive parC	ARO:3000735
AP012279.1.gene3929.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AP012279.1.gene6028.p01	elongation factor G	ARO:3000730
AP012279.1.gene4189.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP012279.1.gene6.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AP012279.1.gene2059.p01	BJP-1	ARO:3000856
AP012279.1.gene2871.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AP012279.1.gene2877.p01	elongation factor G	ARO:3000730
AP012279.1.gene3458.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AP012279.1.gene3333.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AP012279.1.gene2870.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
KM555152.1.gene1.p01	QnrVC7	ARO:3003193
GU584222.2.gene1.p01	tet45	ARO:3003196
KC544262.1.gene3.p01	rmtH	ARO:3003198
AB894482.1.gene28.p01	AAC(6')-Iak	ARO:3003199
CP003022.1.gene424.p01	fluoroquinolone sensitive parC	ARO:3000735
CP003022.1.gene278.p01	Erm(42)	ARO:3003106
CP003022.1.gene269.p01	APH(6)-Id	ARO:3002660
CP003022.1.gene1187.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP003022.1.gene1710.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP003022.1.gene1683.p01	elongation factor G	ARO:3000730
CP003022.1.gene337.p01	msrE	ARO:3003109
CP003022.1.gene1340.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP003022.1.gene425.p01	fluoroquinolone sensitive parC	ARO:3000735
CP003022.1.gene1999.p01	elongation factor G	ARO:3000730
CP003022.1.gene2009.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP003022.1.gene334.p01	aadA25	ARO:3003197
CP003022.1.gene466.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP003022.1.gene771.p01	elongation factor G	ARO:3000730
CP003022.1.gene2010.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP003022.1.gene912.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP003022.1.gene1244.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP003022.1.gene335.p01	OXA-2	ARO:3001397
AF148067.1.gene1.p01	TLA-1	ARO:3003202
AJ698325.1.gene37.p01	fluoroquinolone sensitive parC	ARO:3000735
AJ698325.1.gene16.p01	TLA-2	ARO:3003203
AJ698325.1.gene14.p01	sul1	ARO:3000410
AJ698325.1.gene9.p01	mphA	ARO:3000316
HE650138.1.gene4.p01	Erm(43)	ARO:3003205
AB917040.2.gene2.p01	FosK	ARO:3003207
AB917040.2.gene1.p01	AAC(6')-Ib'	ARO:3002548
KP143090.1.gene4.p01	APH(6)-Id	ARO:3002660
KP143090.1.gene5.p01	APH(3'')-Ib	ARO:3002639
KP143090.1.gene2.p01	FosA5	ARO:3003209
AB908992.1.gene1.p01	FosA4	ARO:3003210
AF028811.1.gene1.p1	dfrE	ARO:3002875
AY700571.1.gene1.p01	KPC-4	ARO:3002314
FJ624872.1.gene1.p01	KPC-9	ARO:3002319
EU077611.1.gene1.p01	QnrS3	ARO:3002792
AY265889.1.gene1.p01	LEN-14	ARO:3002477
L38523.1.gene1.p01	OXA-14	ARO:3001409
AF043100.1.gene1.p1	OXA-16	ARO:3001411
AF060206.1.gene1.p1	OXA-17	ARO:3001412
JX050178.1.gene1.p01	TEM-199	ARO:3001058
AY130286.1.gene1.p1	LEN-3	ARO:3002475
AY130287.1.gene1.p1	LEN-4	ARO:3002472
EU477409.1.gene1.p1	SHV-112	ARO:3001161
KJ776406.1.gene1.p01	SHV-119	ARO:3001340
Y17714.1.gene1.p01	OXY-2-4	ARO:3002399
AJ746227.1.gene1.p01	OXY-2-5	ARO:3002400
DQ516954.1.gene1.p01	lmrC	ARO:3002881
JF274244.1.gene1.p01	CTX-M-107	ARO:3001967
JF274245.1.gene1.p01	CTX-M-108	ARO:3001968
JF274248.1.gene1.p01	CTX-M-109	ARO:3001969
AB037671.1.gene37.p01	mecC	ARO:3001209
AB498758.1.gene5.p01	mecB	ARO:3003440
NC_022236.1.gene919.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022236.1.gene919.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022236.1.gene1487.p01	elongation factor G	ARO:3000730
NC_022236.1.gene1730.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022236.1.gene1565.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022236.1.gene626.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022236.1.gene661.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022236.1.gene627.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022236.1.gene1731.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022236.1.gene905.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022236.1.gene914.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022237.1.gene202.p01	elongation factor G	ARO:3000730
NC_022237.1.gene1136.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022237.1.gene652.p01	ErmB	ARO:3000375
NC_022237.1.gene852.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022237.1.gene852.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022237.1.gene238.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_022237.1.gene1695.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022237.1.gene358.p01	elongation factor G	ARO:3000730
NC_022237.1.gene1492.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022237.1.gene850.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022237.1.gene1696.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022237.1.gene483.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022237.1.gene80.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_022237.1.gene840.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022238.1.gene644.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022238.1.gene1779.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022238.1.gene1535.p01	elongation factor G	ARO:3000730
NC_022238.1.gene977.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022238.1.gene991.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022238.1.gene991.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022238.1.gene643.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022238.1.gene1614.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022238.1.gene986.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022238.1.gene678.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022238.1.gene1780.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022239.1.16754873.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022239.1.16755715.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022239.1.23356275.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022239.1.16756314.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022239.1.16754874.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022239.1.16755720.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022239.1.16755720.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022239.1.16756235.p01	elongation factor G	ARO:3000730
NC_022239.1.16755706.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022239.1.16755272.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022244.1.gene1003.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022244.1.gene1475.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022244.1.gene1328.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_022244.1.gene618.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022244.1.gene189.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022244.1.gene656.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022244.1.gene619.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022244.1.gene1395.p01	elongation factor G	ARO:3000730
NC_022244.1.gene1016.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022244.1.gene1016.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022244.1.gene188.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022244.1.gene1012.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022244.1.gene1663.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_022245.1.gene625.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022245.1.gene1729.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022245.1.gene1486.p01	elongation factor G	ARO:3000730
NC_022245.1.gene626.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022245.1.gene660.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022245.1.gene904.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022245.1.gene1730.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022245.1.gene918.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022245.1.gene918.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022245.1.gene913.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022245.1.gene1564.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_022246.1.16762226.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_022246.1.16760977.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_022246.1.16761371.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022246.1.16761360.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_022246.1.16760798.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_022246.1.16760760.p01	elongation factor G	ARO:3000730
NC_022246.1.16761644.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_022246.1.16761369.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_022246.1.16760912.p01	elongation factor G	ARO:3000730
NC_022246.1.16762028.p01	cycloserine sensitive alanine racemase	ARO:3000722
AM408573.1.gene10.p01	cfrA	ARO:3003441
U00096.3.gene1214.p01	cycloserine sensitive alanine racemase	ARO:3000722
U00096.3.gene4014.p01	cpxR	ARO:3000831
U00096.3.gene3344.p01	acrS	ARO:3000656
U00096.3.gene2760.p01	emrB	ARO:3000074
U00096.3.gene3420.p01	elongation factor G	ARO:3000730
U00096.3.gene2759.p01	emrA	ARO:3000027
U00096.3.gene3346.p01	acrF	ARO:3000502
